ID,SETUP,PUNCH,PIADA,len_setup,len_punch,len_piadas,ratio_setup_punch,setup_limpo,punch_limpo,n_palavras_setup,n_palavras_punch,carac_nao_alfab_setup,carac_nao_alfab_punch,tem_pergunta,tem_dialogo,diversidade_lexical
86,Qual é o contrário de volátil?, Essa é fácil: vem cá sobrinho.,Qual é o contrário de volátil? Essa é fácil: vem cá sobrinho.,30,31,61,0.9375,qual e o contrario de volatil?,essa e facil vem ca sobrinho.,6,6,1,1,True,False,0.8571428571428571
87,Por que os pássaros voam para o sul?, Porque é muito longe para ir andando!,Por que os pássaros voam para o sul? Porque é muito longe para ir andando!,36,38,74,0.9230769230769231,por que os passaros voam para o sul?,porque e muito longe para ir andando!,8,7,1,1,True,False,0.8888888888888888
88,"Todas as frutas foram passar as férias na montanha, menos o mamão.", Porque o mamão foi papaia!,"Todas as frutas foram passar as férias na montanha, menos o mamão. Porque o mamão foi papaia!",66,27,93,2.357142857142857,todas as frutas foram passar as ferias na montanha menos o mamao.,porque o mamao foi papaia!,12,5,1,1,False,False,0.8461538461538461
89,Por que a Coca-Cola e a Fanta se dão muito bem?," Porque se a Fanta quebra, a Coca, Cola!","Por que a Coca-Cola e a Fanta se dão muito bem? Porque se a Fanta quebra, a Coca, Cola!",47,40,87,1.146341463414634,por que a coca-cola e a fanta se dao muito bem?,porque se a fanta quebra a coca cola!,11,8,2,1,True,True,0.8333333333333334
90,O que é um piolho na cabeça de um careca?, Um sem terra!,O que é um piolho na cabeça de um careca? Um sem terra!,41,14,55,2.7333333333333334,o que e um piolho na cabeca de um careca?,um sem terra!,10,3,1,1,True,False,0.8181818181818182
91,Por que o menino estava falando ao telefone deitado?, Para não cair a ligação.,Por que o menino estava falando ao telefone deitado? Para não cair a ligação.,52,25,77,2.0,por que o menino estava falando ao telefone deitado?,para nao cair a ligacao.,9,5,1,1,True,False,0.9
92,A enfermeira diz ao médico: - Tem um homem invisível na sala de espera. O médico responde:, - Diga a ele que não posso vê-lo agora.,A enfermeira diz ao médico: - Tem um homem invisível na sala de espera. O médico responde: - Diga a ele que não posso vê-lo agora.,90,40,130,2.1951219512195124,a enfermeira diz ao medico - tem um homem invisivel na sala de espera. o medico responde,- diga a ele que nao posso ve-lo agora.,17,9,2,3,False,True,0.8888888888888888
93,Era uma vez um pintinho que se chamava Relam.," Toda vez que chovia, Relam piava!","Era uma vez um pintinho que se chamava Relam. Toda vez que chovia, Relam piava!",45,34,79,1.2857142857142858,era uma vez um pintinho que se chamava relam.,toda vez que chovia relam piava!,9,6,1,1,False,False,0.9
94,O que o tijolo falou para o outro?, Há um ciumento entre nós.,O que o tijolo falou para o outro? Há um ciumento entre nós.,34,26,60,1.2592592592592593,o que o tijolo falou para o outro?,ha um ciumento entre nos.,8,5,1,1,True,False,0.6666666666666666
95,Por que o Batman colocou o bat-móvel no seguro?, Porque ele tem medo que Robin!,Por que o Batman colocou o bat-móvel no seguro? Porque ele tem medo que Robin!,47,31,78,1.46875,por que o batman colocou o bat-movel no seguro?,porque ele tem medo que robin!,9,6,2,1,True,True,0.8
96,Qual é o alimento mais sagrado que existe?, O amém doím.,Qual é o alimento mais sagrado que existe? O amém doím.,42,13,55,3.0,qual e o alimento mais sagrado que existe?,o amem doim.,8,3,1,1,True,False,0.8888888888888888
97,Por que o policial não usa sabão?, Porque ele prefere deter gente.,Por que o policial não usa sabão? Porque ele prefere deter gente.,33,32,65,1.0,por que o policial nao usa sabao?,porque ele prefere deter gente.,7,5,1,1,True,False,0.875
98,O que o padeiro falou para o John Lennon?, O sonho acabou.,O que o padeiro falou para o John Lennon? O sonho acabou.,41,16,57,2.411764705882353,o que o padeiro falou para o john lennon?,o sonho acabou.,9,3,1,1,True,False,0.7
99,Qual a fruta que anda de trem?, O kiwiii.,Qual a fruta que anda de trem? O kiwiii.,30,10,40,2.727272727272727,qual a fruta que anda de trem?,o kiwiii.,7,2,1,1,True,False,0.875
100,O que é um astrólogo andando a cavalo?, Um cavaleiro do Zodíaco.,O que é um astrólogo andando a cavalo? Um cavaleiro do Zodíaco.,38,25,63,1.4615384615384615,o que e um astrologo andando a cavalo?,um cavaleiro do zodiaco.,8,4,1,1,True,False,0.8888888888888888
101,O que é um pontinho preto no avião?, Uma aeromosca.,O que é um pontinho preto no avião? Uma aeromosca.,35,15,50,2.1875,o que e um pontinho preto no aviao?,uma aeromosca.,8,2,1,1,True,False,0.8888888888888888
102,Como que o mineiro usa a internet?, Pelo UAI-fai.,Como que o mineiro usa a internet? Pelo UAI-fai.,34,14,48,2.2666666666666666,como que o mineiro usa a internet?,pelo uai-fai.,7,2,1,2,True,False,0.875
103,Qual é a galinha que cai no chão e surta?, A galinha cai i pira.,Qual é a galinha que cai no chão e surta? A galinha cai i pira.,41,22,63,1.7826086956521738,qual e a galinha que cai no chao e surta?,a galinha cai i pira.,10,5,1,1,True,False,0.8181818181818182
104,Qual é a diferença entre o lago e a padaria?, No lago há sapinhos e na padaria assa pão.,Qual é a diferença entre o lago e a padaria? No lago há sapinhos e na padaria assa pão.,44,43,87,1.0,qual e a diferenca entre o lago e a padaria?,no lago ha sapinhos e na padaria assa pao.,10,9,1,1,True,False,0.7272727272727273
105,Qual é o melhor tratamento para pessoas que sofrem de queda constante?, Para-quedismo.,Qual é o melhor tratamento para pessoas que sofrem de queda constante? Para-quedismo.,70,15,85,4.375,qual e o melhor tratamento para pessoas que sofrem de queda constante?,para-quedismo.,12,1,1,2,True,False,0.9230769230769231
106,Um tênis foi jogado ao mar e afundou. Qual o nome do filme?, Titanike.,Um tênis foi jogado ao mar e afundou. Qual o nome do filme? Titanike.,59,10,69,5.363636363636363,um tenis foi jogado ao mar e afundou. qual o nome do filme?,titanike.,13,1,2,1,True,False,0.9285714285714286
107,Você conhece a piada do fotógrafo?, Não. É porque ela não foi revelada.,Você conhece a piada do fotógrafo? Não. É porque ela não foi revelada.,34,36,70,0.918918918918919,voce conhece a piada do fotografo?,nao. e porque ela nao foi revelada.,6,7,1,2,True,False,0.8571428571428571
108,Qual é o tio da construção?, O tio Jolo.,Qual é o tio da construção? O tio Jolo.,27,12,39,2.076923076923077,qual e o tio da construcao?,o tio jolo.,6,3,1,1,True,False,0.8571428571428571
109,Por que o livro de matemática ficou triste?, Porque tinha muitos problemas.,Por que o livro de matemática ficou triste? Porque tinha muitos problemas.,43,31,74,1.34375,por que o livro de matematica ficou triste?,porque tinha muitos problemas.,8,4,1,1,True,False,0.8888888888888888
110,Qual é o lugar mais silencioso do mundo?, A biblioteca de piadas.,Qual é o lugar mais silencioso do mundo? A biblioteca de piadas.,40,24,64,1.6,qual e o lugar mais silencioso do mundo?,a biblioteca de piadas.,8,4,1,1,True,False,0.8888888888888888
111,Qual é o animal mais antigo?," A zebra, porque está sempre a preto e branco.","Qual é o animal mais antigo? A zebra, porque está sempre a preto e branco.",28,46,74,0.5957446808510638,qual e o animal mais antigo?,a zebra porque esta sempre a preto e branco.,6,9,1,1,True,False,0.8571428571428571
112,O que o pato falou para a pata?, Vamos juntar os trapinhos?,O que o pato falou para a pata? Vamos juntar os trapinhos?,31,27,58,1.1071428571428572,o que o pato falou para a pata?,vamos juntar os trapinhos?,8,4,1,1,True,False,0.7777777777777778
113,O que o feijão disse para o arroz?, Você me completa!,O que o feijão disse para o arroz? Você me completa!,34,18,52,1.7894736842105263,o que o feijao disse para o arroz?,voce me completa!,8,3,1,1,True,False,0.6666666666666666
114,Por que o gato não gosta de passear?, Porque ele já tem telhado.,Por que o gato não gosta de passear? Porque ele já tem telhado.,36,27,63,1.2857142857142858,por que o gato nao gosta de passear?,porque ele ja tem telhado.,8,5,1,1,True,False,0.8888888888888888
115,Qual é o animal mais vaidoso?," O jacaré, porque ele é cheio de bolsas.","Qual é o animal mais vaidoso? O jacaré, porque ele é cheio de bolsas.",29,40,69,0.7073170731707317,qual e o animal mais vaidoso?,o jacare porque ele e cheio de bolsas.,6,8,1,1,True,False,0.8571428571428571
116,Como se chama um cachorro com um rabo enorme?, Largacão!,Como se chama um cachorro com um rabo enorme? Largacão!,45,10,55,4.090909090909091,como se chama um cachorro com um rabo enorme?,largacao!,9,1,1,1,True,False,0.8
117,O que a banana suicida falou?, Macacos me mordam!,O que a banana suicida falou? Macacos me mordam!,29,19,48,1.45,o que a banana suicida falou?,macacos me mordam!,6,3,1,1,True,False,0.8571428571428571
118,O que o zero disse para o oito?, Que cinto bonito!,O que o zero disse para o oito? Que cinto bonito!,31,18,49,1.631578947368421,o que o zero disse para o oito?,que cinto bonito!,8,3,1,1,True,False,0.6666666666666666
119,Por que a minhoca não briga com ninguém?, Porque ela sempre está com a boca cheia de terra.,Por que a minhoca não briga com ninguém? Porque ela sempre está com a boca cheia de terra.,40,50,90,0.7843137254901961,por que a minhoca nao briga com ninguem?,porque ela sempre esta com a boca cheia de terra.,8,10,1,1,True,False,0.8888888888888888
120,Por que a mulher do Hulk divorciou-se dele?, Porque ela queria um homem mais maduro.,Por que a mulher do Hulk divorciou-se dele? Porque ela queria um homem mais maduro.,43,40,83,1.048780487804878,por que a mulher do hulk divorciou-se dele?,porque ela queria um homem mais maduro.,8,7,2,1,True,True,0.8888888888888888
121,Qual é o animal mais antenado?, A barata.,Qual é o animal mais antenado? A barata.,30,10,40,2.727272727272727,qual e o animal mais antenado?,a barata.,6,2,1,1,True,False,0.8571428571428571
122,O que o advogado do frango foi fazer na delegacia?, Foi soltar a franga.,O que o advogado do frango foi fazer na delegacia? Foi soltar a franga.,50,21,71,2.272727272727273,o que o advogado do frango foi fazer na delegacia?,foi soltar a franga.,10,4,1,1,True,False,0.8181818181818182
123,O que o tomate foi fazer no banco?, Foi tirar extrato.,O que o tomate foi fazer no banco? Foi tirar extrato.,34,19,53,1.7,o que o tomate foi fazer no banco?,foi tirar extrato.,8,3,1,1,True,False,0.7777777777777778
124,O que a vaca foi fazer no espaço?, Foi procurar o vácuo.,O que a vaca foi fazer no espaço? Foi procurar o vácuo.,33,22,55,1.434782608695652,o que a vaca foi fazer no espaco?,foi procurar o vacuo.,8,4,1,1,True,False,0.8888888888888888
125,O que a fechadura falou para a chave?, Vamos dar uma voltinha?,O que a fechadura falou para a chave? Vamos dar uma voltinha?,37,24,61,1.48,o que a fechadura falou para a chave?,vamos dar uma voltinha?,8,4,1,1,True,False,0.7777777777777778
126,Qual o animal que machuca sem morder?, O porco-espinho.,Qual o animal que machuca sem morder? O porco-espinho.,37,17,54,2.0555555555555554,qual o animal que machuca sem morder?,o porco-espinho.,7,2,1,2,True,False,0.875
127,O que a impressora falou para o papel?," Esse é o nosso último encontro, é sempre a mesma folha.","O que a impressora falou para o papel? Esse é o nosso último encontro, é sempre a mesma folha.",38,56,94,0.6666666666666666,o que a impressora falou para o papel?,esse e o nosso ultimo encontro e sempre a mesma folha.,8,11,1,1,True,False,0.7777777777777778
128,Qual é o alimento que liga e desliga?, O StrogON-OFF.,Qual é o alimento que liga e desliga? O StrogON-OFF.,37,15,52,2.3125,qual e o alimento que liga e desliga?,o strogon-off.,8,2,1,2,True,False,0.7777777777777778
129,Por que o gato foi ao dentista?, Porque ele tinha miau-hálito.,Por que o gato foi ao dentista? Porque ele tinha miau-hálito.,31,30,61,1.0,por que o gato foi ao dentista?,porque ele tinha miau-halito.,7,4,1,2,True,False,0.875
130,Qual é o contrário de volátil?," Vem cá, sobrinho.","Qual é o contrário de volátil? Vem cá, sobrinho.",30,18,48,1.5789473684210527,qual e o contrario de volatil?,vem ca sobrinho.,6,3,1,1,True,False,0.8571428571428571
131,O que o livro de biologia falou para o de matemática?, Sinto falta de lógica na minha vida.,O que o livro de biologia falou para o de matemática? Sinto falta de lógica na minha vida.,53,37,90,1.394736842105263,o que o livro de biologia falou para o de matematica?,sinto falta de logica na minha vida.,11,7,1,1,True,False,0.6666666666666666
132,Qual é o fim da picada?, Quando o mosquito vai embora.,Qual é o fim da picada? Quando o mosquito vai embora.,23,30,53,0.7419354838709677,qual e o fim da picada?,quando o mosquito vai embora.,6,5,1,1,True,False,0.8571428571428571
133,Por que o louco não usa relógio?, Porque ele perde a noção do tempo.,Por que o louco não usa relógio? Porque ele perde a noção do tempo.,32,35,67,0.8888888888888888,por que o louco nao usa relogio?,porque ele perde a nocao do tempo.,7,7,1,1,True,False,0.875
134,O que o dedão do pé falou para o tornozelo?," Não liga, sou só um apêndice.","O que o dedão do pé falou para o tornozelo? Não liga, sou só um apêndice.",43,30,73,1.3870967741935485,o que o dedao do pe falou para o tornozelo?,nao liga sou so um apendice.,10,6,1,1,True,False,0.7272727272727273
135,Por que ninguém falou com o chocolate?, Porque ele estava meio amargo.,Por que ninguém falou com o chocolate? Porque ele estava meio amargo.,38,31,69,1.1875,por que ninguem falou com o chocolate?,porque ele estava meio amargo.,7,5,1,1,True,False,0.875
136,O que a melancia disse para a outra?, Marry me-lancia.,O que a melancia disse para a outra? Marry me-lancia.,36,17,53,2.0,o que a melancia disse para a outra?,marry me-lancia.,8,2,1,2,True,False,0.7777777777777778
137,O que o gato faz com a guitarra?, Miau-sica.,O que o gato faz com a guitarra? Miau-sica.,32,11,43,2.6666666666666665,o que o gato faz com a guitarra?,miau-sica.,8,1,1,2,True,False,0.7777777777777778
138,Por que a aranha é o animal mais feliz do mundo?, Porque ela vive dando boas risadas.,Por que a aranha é o animal mais feliz do mundo? Porque ela vive dando boas risadas.,48,36,84,1.2972972972972974,por que a aranha e o animal mais feliz do mundo?,porque ela vive dando boas risadas.,11,6,1,1,True,False,0.9166666666666666
139,O que o padeiro disse para o biscoito?," Nossa, como você é duro na queda!","O que o padeiro disse para o biscoito? Nossa, como você é duro na queda!",38,34,72,1.0857142857142856,o que o padeiro disse para o biscoito?,nossa como voce e duro na queda!,8,7,1,1,True,False,0.6666666666666666
140,O que o relógio foi fazer no jogo de futebol?, Foi dar o segundo tempo.,O que o relógio foi fazer no jogo de futebol? Foi dar o segundo tempo.,45,25,70,1.7307692307692308,o que o relogio foi fazer no jogo de futebol?,foi dar o segundo tempo.,10,5,1,1,True,False,0.8181818181818182
141,O que o macarrão falou para o miojo?," Meu filho, você está tão depressa!","O que o macarrão falou para o miojo? Meu filho, você está tão depressa!",36,35,71,1.0,o que o macarrao falou para o miojo?,meu filho voce esta tao depressa!,8,6,1,1,True,False,0.6666666666666666
142,O que o disco disse para a agulha?, Não se espete onde não é chamada.,O que o disco disse para a agulha? Não se espete onde não é chamada.,34,34,68,0.9714285714285714,o que o disco disse para a agulha?,nao se espete onde nao e chamada.,8,7,1,1,True,False,0.7777777777777778
